realtime_start,value,date,realtime_end
2019-12-06,9716,1992-01-01,2019-12-06
2019-12-06,9712,1992-02-01,2019-12-06
2019-12-06,9669,1992-03-01,2019-12-06
2019-12-06,9862,1992-04-01,2019-12-06
2019-12-06,9755,1992-05-01,2019-12-06
2019-12-06,9915,1992-06-01,2019-12-06
2019-12-06,9957,1992-07-01,2019-12-06
2019-12-06,10141,1992-08-01,2019-12-06
2019-12-06,10154,1992-09-01,2019-12-06
2019-12-06,10174,1992-10-01,2019-12-06
2019-12-06,10076,1992-11-01,2019-12-06
2019-12-06,10318,1992-12-01,2019-12-06
2019-12-06,10581,1993-01-01,2019-12-06
2019-12-06,10150,1993-02-01,2019-12-06
2019-12-06,9916,1993-03-01,2019-12-06
2019-12-06,10257,1993-04-01,2019-12-06
2019-12-06,10386,1993-05-01,2019-12-06
2019-12-06,10411,1993-06-01,2019-12-06
2019-12-06,10593,1993-07-01,2019-12-06
2019-12-06,10406,1993-08-01,2019-12-06
2019-12-06,10549,1993-09-01,2019-12-06
2019-12-06,10449,1993-10-01,2019-12-06
2019-12-06,10475,1993-11-01,2019-12-06
2019-12-06,10442,1993-12-01,2019-12-06
2019-12-06,10450,1994-01-01,2019-12-06
2019-12-06,10587,1994-02-01,2019-12-06
2019-12-06,10806,1994-03-01,2019-12-06
2019-12-06,10554,1994-04-01,2019-12-06
2019-12-06,10451,1994-05-01,2019-12-06
2019-12-06,10612,1994-06-01,2019-12-06
2019-12-06,10672,1994-07-01,2019-12-06
2019-12-06,10839,1994-08-01,2019-12-06
2019-12-06,10674,1994-09-01,2019-12-06
2019-12-06,11000,1994-10-01,2019-12-06
2019-12-06,10983,1994-11-01,2019-12-06
2019-12-06,10952,1994-12-01,2019-12-06
2019-12-06,10939,1995-01-01,2019-12-06
2019-12-06,10582,1995-02-01,2019-12-06
2019-12-06,10850,1995-03-01,2019-12-06
2019-12-06,10796,1995-04-01,2019-12-06
2019-12-06,10976,1995-05-01,2019-12-06
2019-12-06,10948,1995-06-01,2019-12-06
2019-12-06,10824,1995-07-01,2019-12-06
2019-12-06,10813,1995-08-01,2019-12-06
2019-12-06,11198,1995-09-01,2019-12-06
2019-12-06,10882,1995-10-01,2019-12-06
2019-12-06,11269,1995-11-01,2019-12-06
2019-12-06,11124,1995-12-01,2019-12-06
2019-12-06,11105,1996-01-01,2019-12-06
2019-12-06,11341,1996-02-01,2019-12-06
2019-12-06,11376,1996-03-01,2019-12-06
