realtime_start,value,date,realtime_end
2019-12-06,3846,1992-01-01,2019-12-06
2019-12-06,3908,1992-02-01,2019-12-06
2019-12-06,4157,1992-03-01,2019-12-06
2019-12-06,4141,1992-04-01,2019-12-06
2019-12-06,4275,1992-05-01,2019-12-06
2019-12-06,4357,1992-06-01,2019-12-06
2019-12-06,4407,1992-07-01,2019-12-06
2019-12-06,4446,1992-08-01,2019-12-06
2019-12-06,4328,1992-09-01,2019-12-06
2019-12-06,4497,1992-10-01,2019-12-06
2019-12-06,4687,1992-11-01,2019-12-06
2019-12-06,5287,1992-12-01,2019-12-06
2019-12-06,4104,1993-01-01,2019-12-06
2019-12-06,3908,1993-02-01,2019-12-06
2019-12-06,4369,1993-03-01,2019-12-06
2019-12-06,4372,1993-04-01,2019-12-06
2019-12-06,4535,1993-05-01,2019-12-06
2019-12-06,4568,1993-06-01,2019-12-06
2019-12-06,4682,1993-07-01,2019-12-06
2019-12-06,4733,1993-08-01,2019-12-06
2019-12-06,4621,1993-09-01,2019-12-06
2019-12-06,4775,1993-10-01,2019-12-06
2019-12-06,5158,1993-11-01,2019-12-06
2019-12-06,5631,1993-12-01,2019-12-06
2019-12-06,4018,1994-01-01,2019-12-06
2019-12-06,4140,1994-02-01,2019-12-06
2019-12-06,4827,1994-03-01,2019-12-06
2019-12-06,4700,1994-04-01,2019-12-06
2019-12-06,4867,1994-05-01,2019-12-06
2019-12-06,4958,1994-06-01,2019-12-06
2019-12-06,4980,1994-07-01,2019-12-06
2019-12-06,5356,1994-08-01,2019-12-06
2019-12-06,5203,1994-09-01,2019-12-06
2019-12-06,5328,1994-10-01,2019-12-06
2019-12-06,5734,1994-11-01,2019-12-06
2019-12-06,6305,1994-12-01,2019-12-06
2019-12-06,4649,1995-01-01,2019-12-06
2019-12-06,4410,1995-02-01,2019-12-06
2019-12-06,5084,1995-03-01,2019-12-06
2019-12-06,4818,1995-04-01,2019-12-06
2019-12-06,5195,1995-05-01,2019-12-06
2019-12-06,5196,1995-06-01,2019-12-06
2019-12-06,5190,1995-07-01,2019-12-06
2019-12-06,5506,1995-08-01,2019-12-06
2019-12-06,5418,1995-09-01,2019-12-06
2019-12-06,5505,1995-10-01,2019-12-06
2019-12-06,6090,1995-11-01,2019-12-06
2019-12-06,6409,1995-12-01,2019-12-06
2019-12-06,4788,1996-01-01,2019-12-06
2019-12-06,4833,1996-02-01,2019-12-06
2019-12-06,5410,1996-03-01,2019-12-06
2019-12-06,5310,1996-04-01,2019-12-06
2019-12-06,5603,1996-05-01,2019-12-06
2019-12-06,5479,1996-06-01,2019-12-06
2019-12-06,5673,1996-07-01,2019-12-06
2019-12-06,5893,1996-08-01,2019-12-06
2019-12-06,5589,1996-09-01,2019-12-06
2019-12-06,5970,1996-10-01,2019-12-06
2019-12-06,6425,1996-11-01,2019-12-06
2019-12-06,6734,1996-12-01,2019-12-06
2019-12-06,5311,1997-01-01,2019-12-06
2019-12-06,5116,1997-02-01,2019-12-06
2019-12-06,5715,1997-03-01,2019-12-06
2019-12-06,5670,1997-04-01,2019-12-06
2019-12-06,6010,1997-05-01,2019-12-06
2019-12-06,5805,1997-06-01,2019-12-06
2019-12-06,6027,1997-07-01,2019-12-06
2019-12-06,6263,1997-08-01,2019-12-06
2019-12-06,6094,1997-09-01,2019-12-06
2019-12-06,6369,1997-10-01,2019-12-06
2019-12-06,6781,1997-11-01,2019-12-06
2019-12-06,7554,1997-12-01,2019-12-06
2019-12-06,5822,1998-01-01,2019-12-06
2019-12-06,5581,1998-02-01,2019-12-06
2019-12-06,6162,1998-03-01,2019-12-06
2019-12-06,6038,1998-04-01,2019-12-06
2019-12-06,6225,1998-05-01,2019-12-06
2019-12-06,6310,1998-06-01,2019-12-06
2019-12-06,6466,1998-07-01,2019-12-06
2019-12-06,6502,1998-08-01,2019-12-06
2019-12-06,6329,1998-09-01,2019-12-06
2019-12-06,6693,1998-10-01,2019-12-06
2019-12-06,7186,1998-11-01,2019-12-06
2019-12-06,8098,1998-12-01,2019-12-06
2019-12-06,5922,1999-01-01,2019-12-06
2019-12-06,5996,1999-02-01,2019-12-06
2019-12-06,6790,1999-03-01,2019-12-06
2019-12-06,6481,1999-04-01,2019-12-06
2019-12-06,6684,1999-05-01,2019-12-06
2019-12-06,6853,1999-06-01,2019-12-06
2019-12-06,6961,1999-07-01,2019-12-06
2019-12-06,7240,1999-08-01,2019-12-06
2019-12-06,7139,1999-09-01,2019-12-06
2019-12-06,7339,1999-10-01,2019-12-06
2019-12-06,8006,1999-11-01,2019-12-06
2019-12-06,8883,1999-12-01,2019-12-06
2019-12-06,6638,2000-01-01,2019-12-06
2019-12-06,6989,2000-02-01,2019-12-06
2019-12-06,7622,2000-03-01,2019-12-06
2019-12-06,7134,2000-04-01,2019-12-06
2019-12-06,7635,2000-05-01,2019-12-06
2019-12-06,7487,2000-06-01,2019-12-06
2019-12-06,7508,2000-07-01,2019-12-06
