realtime_start,value,date,realtime_end
2019-12-06,4254,1992-01-01,2019-12-06
2019-12-06,4342,1992-02-01,2019-12-06
2019-12-06,4330,1992-03-01,2019-12-06
2019-12-06,4359,1992-04-01,2019-12-06
2019-12-06,4331,1992-05-01,2019-12-06
2019-12-06,4401,1992-06-01,2019-12-06
2019-12-06,4368,1992-07-01,2019-12-06
2019-12-06,4372,1992-08-01,2019-12-06
2019-12-06,4345,1992-09-01,2019-12-06
2019-12-06,4299,1992-10-01,2019-12-06
2019-12-06,4368,1992-11-01,2019-12-06
2019-12-06,4428,1992-12-01,2019-12-06
2019-12-06,4637,1993-01-01,2019-12-06
2019-12-06,4507,1993-02-01,2019-12-06
2019-12-06,4463,1993-03-01,2019-12-06
2019-12-06,4564,1993-04-01,2019-12-06
2019-12-06,4642,1993-05-01,2019-12-06
2019-12-06,4609,1993-06-01,2019-12-06
2019-12-06,4640,1993-07-01,2019-12-06
2019-12-06,4645,1993-08-01,2019-12-06
2019-12-06,4640,1993-09-01,2019-12-06
2019-12-06,4663,1993-10-01,2019-12-06
2019-12-06,4693,1993-11-01,2019-12-06
2019-12-06,4693,1993-12-01,2019-12-06
2019-12-06,4571,1994-01-01,2019-12-06
2019-12-06,4775,1994-02-01,2019-12-06
2019-12-06,4910,1994-03-01,2019-12-06
2019-12-06,4916,1994-04-01,2019-12-06
2019-12-06,4971,1994-05-01,2019-12-06
2019-12-06,5018,1994-06-01,2019-12-06
2019-12-06,5046,1994-07-01,2019-12-06
2019-12-06,5165,1994-08-01,2019-12-06
2019-12-06,5177,1994-09-01,2019-12-06
2019-12-06,5260,1994-10-01,2019-12-06
2019-12-06,5199,1994-11-01,2019-12-06
2019-12-06,5254,1994-12-01,2019-12-06
2019-12-06,5265,1995-01-01,2019-12-06
2019-12-06,5081,1995-02-01,2019-12-06
2019-12-06,5130,1995-03-01,2019-12-06
2019-12-06,5181,1995-04-01,2019-12-06
2019-12-06,5216,1995-05-01,2019-12-06
2019-12-06,5217,1995-06-01,2019-12-06
2019-12-06,5318,1995-07-01,2019-12-06
2019-12-06,5304,1995-08-01,2019-12-06
2019-12-06,5407,1995-09-01,2019-12-06
2019-12-06,5429,1995-10-01,2019-12-06
2019-12-06,5516,1995-11-01,2019-12-06
2019-12-06,5445,1995-12-01,2019-12-06
2019-12-06,5302,1996-01-01,2019-12-06
2019-12-06,5346,1996-02-01,2019-12-06
2019-12-06,5566,1996-03-01,2019-12-06
2019-12-06,5595,1996-04-01,2019-12-06
2019-12-06,5586,1996-05-01,2019-12-06
2019-12-06,5678,1996-06-01,2019-12-06
2019-12-06,5696,1996-07-01,2019-12-06
2019-12-06,5655,1996-08-01,2019-12-06
2019-12-06,5762,1996-09-01,2019-12-06
2019-12-06,5779,1996-10-01,2019-12-06
2019-12-06,5768,1996-11-01,2019-12-06
2019-12-06,5746,1996-12-01,2019-12-06
2019-12-06,5823,1997-01-01,2019-12-06
2019-12-06,5847,1997-02-01,2019-12-06
2019-12-06,5916,1997-03-01,2019-12-06
2019-12-06,5968,1997-04-01,2019-12-06
2019-12-06,6004,1997-05-01,2019-12-06
2019-12-06,6034,1997-06-01,2019-12-06
2019-12-06,6039,1997-07-01,2019-12-06
2019-12-06,6146,1997-08-01,2019-12-06
2019-12-06,6162,1997-09-01,2019-12-06
2019-12-06,6154,1997-10-01,2019-12-06
2019-12-06,6267,1997-11-01,2019-12-06
2019-12-06,6290,1997-12-01,2019-12-06
2019-12-06,6377,1998-01-01,2019-12-06
