realtime_start,value,date,realtime_end
2019-12-06,146925,1992-01-01,2019-12-06
2019-12-06,147223,1992-02-01,2019-12-06
2019-12-06,146805,1992-03-01,2019-12-06
2019-12-06,148032,1992-04-01,2019-12-06
2019-12-06,149010,1992-05-01,2019-12-06
2019-12-06,149800,1992-06-01,2019-12-06
2019-12-06,150761,1992-07-01,2019-12-06
2019-12-06,151067,1992-08-01,2019-12-06
2019-12-06,152588,1992-09-01,2019-12-06
2019-12-06,153521,1992-10-01,2019-12-06
2019-12-06,153583,1992-11-01,2019-12-06
2019-12-06,155614,1992-12-01,2019-12-06
2019-12-06,157555,1993-01-01,2019-12-06
2019-12-06,156266,1993-02-01,2019-12-06
2019-12-06,154752,1993-03-01,2019-12-06
2019-12-06,158979,1993-04-01,2019-12-06
2019-12-06,160605,1993-05-01,2019-12-06
2019-12-06,160127,1993-06-01,2019-12-06
2019-12-06,162816,1993-07-01,2019-12-06
2019-12-06,162506,1993-08-01,2019-12-06
2019-12-06,163258,1993-09-01,2019-12-06
2019-12-06,164685,1993-10-01,2019-12-06
2019-12-06,166594,1993-11-01,2019-12-06
2019-12-06,168161,1993-12-01,2019-12-06
2019-12-06,167518,1994-01-01,2019-12-06
2019-12-06,169649,1994-02-01,2019-12-06
2019-12-06,172766,1994-03-01,2019-12-06
2019-12-06,173106,1994-04-01,2019-12-06
2019-12-06,172329,1994-05-01,2019-12-06
2019-12-06,174241,1994-06-01,2019-12-06
2019-12-06,174781,1994-07-01,2019-12-06
2019-12-06,177295,1994-08-01,2019-12-06
2019-12-06,178787,1994-09-01,2019-12-06
2019-12-06,180561,1994-10-01,2019-12-06
2019-12-06,180703,1994-11-01,2019-12-06
2019-12-06,181524,1994-12-01,2019-12-06
2019-12-06,182413,1995-01-01,2019-12-06
2019-12-06,179488,1995-02-01,2019-12-06
2019-12-06,181013,1995-03-01,2019-12-06
2019-12-06,181686,1995-04-01,2019-12-06
2019-12-06,183536,1995-05-01,2019-12-06
2019-12-06,186081,1995-06-01,2019-12-06
2019-12-06,185431,1995-07-01,2019-12-06
2019-12-06,186806,1995-08-01,2019-12-06
2019-12-06,187366,1995-09-01,2019-12-06
2019-12-06,186565,1995-10-01,2019-12-06
2019-12-06,189055,1995-11-01,2019-12-06
2019-12-06,190774,1995-12-01,2019-12-06
2019-12-06,189135,1996-01-01,2019-12-06
2019-12-06,192266,1996-02-01,2019-12-06
2019-12-06,194029,1996-03-01,2019-12-06
2019-12-06,194744,1996-04-01,2019-12-06
2019-12-06,196205,1996-05-01,2019-12-06
2019-12-06,196136,1996-06-01,2019-12-06
2019-12-06,196187,1996-07-01,2019-12-06
2019-12-06,196218,1996-08-01,2019-12-06
2019-12-06,198859,1996-09-01,2019-12-06
2019-12-06,200509,1996-10-01,2019-12-06
2019-12-06,200174,1996-11-01,2019-12-06
2019-12-06,201284,1996-12-01,2019-12-06
2019-12-06,202371,1997-01-01,2019-12-06
2019-12-06,204286,1997-02-01,2019-12-06
2019-12-06,204990,1997-03-01,2019-12-06
2019-12-06,203399,1997-04-01,2019-12-06
2019-12-06,201699,1997-05-01,2019-12-06
2019-12-06,204675,1997-06-01,2019-12-06
2019-12-06,207014,1997-07-01,2019-12-06
2019-12-06,207635,1997-08-01,2019-12-06
2019-12-06,208326,1997-09-01,2019-12-06
2019-12-06,208078,1997-10-01,2019-12-06
2019-12-06,208936,1997-11-01,2019-12-06
2019-12-06,209363,1997-12-01,2019-12-06
2019-12-06,209666,1998-01-01,2019-12-06
2019-12-06,209552,1998-02-01,2019-12-06
2019-12-06,210832,1998-03-01,2019-12-06
2019-12-06,213633,1998-04-01,2019-12-06
2019-12-06,214639,1998-05-01,2019-12-06
2019-12-06,216337,1998-06-01,2019-12-06
2019-12-06,214841,1998-07-01,2019-12-06
2019-12-06,213636,1998-08-01,2019-12-06
2019-12-06,215720,1998-09-01,2019-12-06
2019-12-06,219483,1998-10-01,2019-12-06
2019-12-06,221134,1998-11-01,2019-12-06
2019-12-06,223179,1998-12-01,2019-12-06
2019-12-06,223997,1999-01-01,2019-12-06
2019-12-06,226250,1999-02-01,2019-12-06
2019-12-06,227417,1999-03-01,2019-12-06
2019-12-06,229037,1999-04-01,2019-12-06
2019-12-06,231235,1999-05-01,2019-12-06
2019-12-06,231903,1999-06-01,2019-12-06
2019-12-06,233948,1999-07-01,2019-12-06
2019-12-06,236566,1999-08-01,2019-12-06
2019-12-06,237481,1999-09-01,2019-12-06
2019-12-06,237553,1999-10-01,2019-12-06
2019-12-06,240544,1999-11-01,2019-12-06
2019-12-06,245485,1999-12-01,2019-12-06
2019-12-06,243436,2000-01-01,2019-12-06
2019-12-06,247133,2000-02-01,2019-12-06
2019-12-06,249825,2000-03-01,2019-12-06
2019-12-06,245831,2000-04-01,2019-12-06
2019-12-06,246201,2000-05-01,2019-12-06
2019-12-06,248160,2000-06-01,2019-12-06
2019-12-06,247176,2000-07-01,2019-12-06
2019-12-06,247576,2000-08-01,2019-12-06
2019-12-06,251837,2000-09-01,2019-12-06
2019-12-06,251221,2000-10-01,2019-12-06
2019-12-06,250331,2000-11-01,2019-12-06
2019-12-06,250658,2000-12-01,2019-12-06
2019-12-06,252654,2001-01-01,2019-12-06
2019-12-06,252704,2001-02-01,2019-12-06
2019-12-06,250328,2001-03-01,2019-12-06
2019-12-06,254763,2001-04-01,2019-12-06
2019-12-06,255218,2001-05-01,2019-12-06
2019-12-06,254022,2001-06-01,2019-12-06
2019-12-06,252997,2001-07-01,2019-12-06
2019-12-06,254560,2001-08-01,2019-12-06
2019-12-06,249845,2001-09-01,2019-12-06
2019-12-06,267999,2001-10-01,2019-12-06
2019-12-06,260514,2001-11-01,2019-12-06
2019-12-06,256549,2001-12-01,2019-12-06
2019-12-06,256307,2002-01-01,2019-12-06
2019-12-06,257670,2002-02-01,2019-12-06
2019-12-06,257059,2002-03-01,2019-12-06
2019-12-06,261333,2002-04-01,2019-12-06
2019-12-06,257573,2002-05-01,2019-12-06
2019-12-06,259786,2002-06-01,2019-12-06
2019-12-06,262769,2002-07-01,2019-12-06
2019-12-06,265043,2002-08-01,2019-12-06
2019-12-06,260626,2002-09-01,2019-12-06
2019-12-06,261953,2002-10-01,2019-12-06
2019-12-06,263568,2002-11-01,2019-12-06
2019-12-06,265930,2002-12-01,2019-12-06
2019-12-06,267230,2003-01-01,2019-12-06
2019-12-06,263188,2003-02-01,2019-12-06
2019-12-06,267820,2003-03-01,2019-12-06
2019-12-06,267197,2003-04-01,2019-12-06
2019-12-06,267362,2003-05-01,2019-12-06
2019-12-06,270396,2003-06-01,2019-12-06
2019-12-06,273352,2003-07-01,2019-12-06
2019-12-06,277965,2003-08-01,2019-12-06
2019-12-06,276430,2003-09-01,2019-12-06
2019-12-06,274764,2003-10-01,2019-12-06
2019-12-06,278298,2003-11-01,2019-12-06
2019-12-06,277612,2003-12-01,2019-12-06
2019-12-06,278913,2004-01-01,2019-12-06
2019-12-06,280932,2004-02-01,2019-12-06
2019-12-06,286209,2004-03-01,2019-12-06
2019-12-06,282952,2004-04-01,2019-12-06
2019-12-06,288252,2004-05-01,2019-12-06
2019-12-06,284133,2004-06-01,2019-12-06
2019-12-06,287358,2004-07-01,2019-12-06
2019-12-06,287941,2004-08-01,2019-12-06
2019-12-06,293139,2004-09-01,2019-12-06
2019-12-06,295115,2004-10-01,2019-12-06
2019-12-06,296177,2004-11-01,2019-12-06
2019-12-06,299763,2004-12-01,2019-12-06
2019-12-06,296696,2005-01-01,2019-12-06
2019-12-06,300557,2005-02-01,2019-12-06
2019-12-06,301308,2005-03-01,2019-12-06
2019-12-06,303760,2005-04-01,2019-12-06
2019-12-06,301776,2005-05-01,2019-12-06
2019-12-06,310989,2005-06-01,2019-12-06
2019-12-06,313520,2005-07-01,2019-12-06
2019-12-06,310046,2005-08-01,2019-12-06
2019-12-06,310673,2005-09-01,2019-12-06
2019-12-06,310479,2005-10-01,2019-12-06
2019-12-06,313303,2005-11-01,2019-12-06
2019-12-06,313473,2005-12-01,2019-12-06
2019-12-06,322348,2006-01-01,2019-12-06
2019-12-06,320171,2006-02-01,2019-12-06
2019-12-06,320869,2006-03-01,2019-12-06
2019-12-06,322561,2006-04-01,2019-12-06
2019-12-06,321794,2006-05-01,2019-12-06
2019-12-06,323184,2006-06-01,2019-12-06
2019-12-06,324204,2006-07-01,2019-12-06
2019-12-06,325324,2006-08-01,2019-12-06
