realtime_start,value,date,realtime_end
2019-12-06,2668,1992-01-01,2019-12-06
2019-12-06,2632,1992-02-01,2019-12-06
2019-12-06,2477,1992-03-01,2019-12-06
2019-12-06,2757,1992-04-01,2019-12-06
2019-12-06,2874,1992-05-01,2019-12-06
2019-12-06,3065,1992-06-01,2019-12-06
2019-12-06,3238,1992-07-01,2019-12-06
2019-12-06,3137,1992-08-01,2019-12-06
2019-12-06,3064,1992-09-01,2019-12-06
2019-12-06,3062,1992-10-01,2019-12-06
2019-12-06,3029,1992-11-01,2019-12-06
2019-12-06,3032,1992-12-01,2019-12-06
2019-12-06,3184,1993-01-01,2019-12-06
2019-12-06,3230,1993-02-01,2019-12-06
2019-12-06,3231,1993-03-01,2019-12-06
2019-12-06,3216,1993-04-01,2019-12-06
2019-12-06,3230,1993-05-01,2019-12-06
2019-12-06,3164,1993-06-01,2019-12-06
2019-12-06,3236,1993-07-01,2019-12-06
2019-12-06,3275,1993-08-01,2019-12-06
2019-12-06,3438,1993-09-01,2019-12-06
2019-12-06,3563,1993-10-01,2019-12-06
2019-12-06,3703,1993-11-01,2019-12-06
2019-12-06,3705,1993-12-01,2019-12-06
2019-12-06,3734,1994-01-01,2019-12-06
2019-12-06,3739,1994-02-01,2019-12-06
2019-12-06,3825,1994-03-01,2019-12-06
2019-12-06,4026,1994-04-01,2019-12-06
2019-12-06,3857,1994-05-01,2019-12-06
2019-12-06,3901,1994-06-01,2019-12-06
2019-12-06,3886,1994-07-01,2019-12-06
2019-12-06,3970,1994-08-01,2019-12-06
2019-12-06,3934,1994-09-01,2019-12-06
2019-12-06,4012,1994-10-01,2019-12-06
2019-12-06,3986,1994-11-01,2019-12-06
2019-12-06,4088,1994-12-01,2019-12-06
2019-12-06,4090,1995-01-01,2019-12-06
2019-12-06,4016,1995-02-01,2019-12-06
2019-12-06,4068,1995-03-01,2019-12-06
2019-12-06,4171,1995-04-01,2019-12-06
2019-12-06,4277,1995-05-01,2019-12-06
2019-12-06,4269,1995-06-01,2019-12-06
2019-12-06,4405,1995-07-01,2019-12-06
2019-12-06,4469,1995-08-01,2019-12-06
2019-12-06,4591,1995-09-01,2019-12-06
2019-12-06,4569,1995-10-01,2019-12-06
2019-12-06,4735,1995-11-01,2019-12-06
2019-12-06,4808,1995-12-01,2019-12-06
2019-12-06,4724,1996-01-01,2019-12-06
2019-12-06,4857,1996-02-01,2019-12-06
2019-12-06,4853,1996-03-01,2019-12-06
2019-12-06,4899,1996-04-01,2019-12-06
2019-12-06,4928,1996-05-01,2019-12-06
2019-12-06,5036,1996-06-01,2019-12-06
2019-12-06,5082,1996-07-01,2019-12-06
2019-12-06,5101,1996-08-01,2019-12-06
2019-12-06,5132,1996-09-01,2019-12-06
2019-12-06,5221,1996-10-01,2019-12-06
2019-12-06,5393,1996-11-01,2019-12-06
2019-12-06,5462,1996-12-01,2019-12-06
2019-12-06,5307,1997-01-01,2019-12-06
2019-12-06,5442,1997-02-01,2019-12-06
2019-12-06,5755,1997-03-01,2019-12-06
2019-12-06,5911,1997-04-01,2019-12-06
2019-12-06,5771,1997-05-01,2019-12-06
2019-12-06,5854,1997-06-01,2019-12-06
2019-12-06,5840,1997-07-01,2019-12-06
2019-12-06,5863,1997-08-01,2019-12-06
2019-12-06,6160,1997-09-01,2019-12-06
2019-12-06,6074,1997-10-01,2019-12-06
2019-12-06,6023,1997-11-01,2019-12-06
2019-12-06,6081,1997-12-01,2019-12-06
2019-12-06,6217,1998-01-01,2019-12-06
2019-12-06,6388,1998-02-01,2019-12-06
2019-12-06,6463,1998-03-01,2019-12-06
2019-12-06,6562,1998-04-01,2019-12-06
2019-12-06,6752,1998-05-01,2019-12-06
2019-12-06,6386,1998-06-01,2019-12-06
2019-12-06,6817,1998-07-01,2019-12-06
2019-12-06,6812,1998-08-01,2019-12-06
2019-12-06,6841,1998-09-01,2019-12-06
2019-12-06,6987,1998-10-01,2019-12-06
2019-12-06,7019,1998-11-01,2019-12-06
2019-12-06,6991,1998-12-01,2019-12-06
2019-12-06,7102,1999-01-01,2019-12-06
2019-12-06,7388,1999-02-01,2019-12-06
2019-12-06,7345,1999-03-01,2019-12-06
2019-12-06,7535,1999-04-01,2019-12-06
2019-12-06,7618,1999-05-01,2019-12-06
2019-12-06,7699,1999-06-01,2019-12-06
2019-12-06,7860,1999-07-01,2019-12-06
2019-12-06,8054,1999-08-01,2019-12-06
2019-12-06,8231,1999-09-01,2019-12-06
2019-12-06,8335,1999-10-01,2019-12-06
2019-12-06,8216,1999-11-01,2019-12-06
2019-12-06,8572,1999-12-01,2019-12-06
2019-12-06,8743,2000-01-01,2019-12-06
2019-12-06,8786,2000-02-01,2019-12-06
2019-12-06,9133,2000-03-01,2019-12-06
2019-12-06,9343,2000-04-01,2019-12-06
2019-12-06,9026,2000-05-01,2019-12-06
2019-12-06,9391,2000-06-01,2019-12-06
2019-12-06,9502,2000-07-01,2019-12-06
2019-12-06,9634,2000-08-01,2019-12-06
2019-12-06,9856,2000-09-01,2019-12-06
2019-12-06,9917,2000-10-01,2019-12-06
2019-12-06,10069,2000-11-01,2019-12-06
2019-12-06,10318,2000-12-01,2019-12-06
2019-12-06,9447,2001-01-01,2019-12-06
2019-12-06,9437,2001-02-01,2019-12-06
2019-12-06,9614,2001-03-01,2019-12-06
2019-12-06,9578,2001-04-01,2019-12-06
2019-12-06,9558,2001-05-01,2019-12-06
2019-12-06,9683,2001-06-01,2019-12-06
2019-12-06,9675,2001-07-01,2019-12-06
2019-12-06,9836,2001-08-01,2019-12-06
2019-12-06,9093,2001-09-01,2019-12-06
2019-12-06,9655,2001-10-01,2019-12-06
2019-12-06,9683,2001-11-01,2019-12-06
2019-12-06,9681,2001-12-01,2019-12-06
2019-12-06,9902,2002-01-01,2019-12-06
2019-12-06,9994,2002-02-01,2019-12-06
2019-12-06,9898,2002-03-01,2019-12-06
2019-12-06,10025,2002-04-01,2019-12-06
2019-12-06,10086,2002-05-01,2019-12-06
2019-12-06,10066,2002-06-01,2019-12-06
2019-12-06,10224,2002-07-01,2019-12-06
2019-12-06,10266,2002-08-01,2019-12-06
2019-12-06,10241,2002-09-01,2019-12-06
2019-12-06,10305,2002-10-01,2019-12-06
2019-12-06,10528,2002-11-01,2019-12-06
2019-12-06,10527,2002-12-01,2019-12-06
2019-12-06,10557,2003-01-01,2019-12-06
2019-12-06,10727,2003-02-01,2019-12-06
2019-12-06,10725,2003-03-01,2019-12-06
2019-12-06,10826,2003-04-01,2019-12-06
2019-12-06,10888,2003-05-01,2019-12-06
2019-12-06,11131,2003-06-01,2019-12-06
2019-12-06,11278,2003-07-01,2019-12-06
2019-12-06,11356,2003-08-01,2019-12-06
2019-12-06,11577,2003-09-01,2019-12-06
2019-12-06,11679,2003-10-01,2019-12-06
2019-12-06,11661,2003-11-01,2019-12-06
2019-12-06,11703,2003-12-01,2019-12-06
2019-12-06,12172,2004-01-01,2019-12-06
2019-12-06,12279,2004-02-01,2019-12-06
2019-12-06,12374,2004-03-01,2019-12-06
2019-12-06,12428,2004-04-01,2019-12-06
2019-12-06,12683,2004-05-01,2019-12-06
2019-12-06,12609,2004-06-01,2019-12-06
2019-12-06,12794,2004-07-01,2019-12-06
2019-12-06,12915,2004-08-01,2019-12-06
2019-12-06,13024,2004-09-01,2019-12-06
2019-12-06,13202,2004-10-01,2019-12-06
2019-12-06,13240,2004-11-01,2019-12-06
2019-12-06,13403,2004-12-01,2019-12-06
2019-12-06,13688,2005-01-01,2019-12-06
2019-12-06,13686,2005-02-01,2019-12-06
2019-12-06,13986,2005-03-01,2019-12-06
2019-12-06,14070,2005-04-01,2019-12-06
2019-12-06,14297,2005-05-01,2019-12-06
2019-12-06,14520,2005-06-01,2019-12-06
2019-12-06,14727,2005-07-01,2019-12-06
2019-12-06,15091,2005-08-01,2019-12-06
2019-12-06,15056,2005-09-01,2019-12-06
2019-12-06,15282,2005-10-01,2019-12-06
2019-12-06,15482,2005-11-01,2019-12-06
2019-12-06,15697,2005-12-01,2019-12-06
2019-12-06,16019,2006-01-01,2019-12-06
2019-12-06,16182,2006-02-01,2019-12-06
2019-12-06,16728,2006-03-01,2019-12-06
2019-12-06,16420,2006-04-01,2019-12-06
2019-12-06,16483,2006-05-01,2019-12-06
2019-12-06,16732,2006-06-01,2019-12-06
2019-12-06,16501,2006-07-01,2019-12-06
