realtime_start,value,date,realtime_end
2019-12-06,972,1992-01-01,2019-12-06
2019-12-06,1100,1992-02-01,2019-12-06
2019-12-06,1214,1992-03-01,2019-12-06
2019-12-06,1267,1992-04-01,2019-12-06
2019-12-06,1293,1992-05-01,2019-12-06
2019-12-06,1334,1992-06-01,2019-12-06
2019-12-06,1340,1992-07-01,2019-12-06
2019-12-06,1377,1992-08-01,2019-12-06
2019-12-06,1206,1992-09-01,2019-12-06
2019-12-06,1120,1992-10-01,2019-12-06
2019-12-06,1207,1992-11-01,2019-12-06
2019-12-06,2153,1992-12-01,2019-12-06
2019-12-06,1032,1993-01-01,2019-12-06
2019-12-06,984,1993-02-01,2019-12-06
2019-12-06,1213,1993-03-01,2019-12-06
2019-12-06,1367,1993-04-01,2019-12-06
2019-12-06,1387,1993-05-01,2019-12-06
2019-12-06,1457,1993-06-01,2019-12-06
2019-12-06,1457,1993-07-01,2019-12-06
2019-12-06,1531,1993-08-01,2019-12-06
2019-12-06,1313,1993-09-01,2019-12-06
2019-12-06,1199,1993-10-01,2019-12-06
2019-12-06,1377,1993-11-01,2019-12-06
2019-12-06,2474,1993-12-01,2019-12-06
2019-12-06,1168,1994-01-01,2019-12-06
2019-12-06,1193,1994-02-01,2019-12-06
2019-12-06,1488,1994-03-01,2019-12-06
2019-12-06,1551,1994-04-01,2019-12-06
2019-12-06,1551,1994-05-01,2019-12-06
2019-12-06,1677,1994-06-01,2019-12-06
2019-12-06,1584,1994-07-01,2019-12-06
2019-12-06,1737,1994-08-01,2019-12-06
2019-12-06,1470,1994-09-01,2019-12-06
2019-12-06,1324,1994-10-01,2019-12-06
2019-12-06,1471,1994-11-01,2019-12-06
2019-12-06,2611,1994-12-01,2019-12-06
2019-12-06,1224,1995-01-01,2019-12-06
2019-12-06,1248,1995-02-01,2019-12-06
2019-12-06,1599,1995-03-01,2019-12-06
2019-12-06,1606,1995-04-01,2019-12-06
2019-12-06,1645,1995-05-01,2019-12-06
2019-12-06,1750,1995-06-01,2019-12-06
2019-12-06,1705,1995-07-01,2019-12-06
2019-12-06,1846,1995-08-01,2019-12-06
2019-12-06,1569,1995-09-01,2019-12-06
2019-12-06,1398,1995-10-01,2019-12-06
2019-12-06,1548,1995-11-01,2019-12-06
2019-12-06,2731,1995-12-01,2019-12-06
2019-12-06,1327,1996-01-01,2019-12-06
2019-12-06,1309,1996-02-01,2019-12-06
2019-12-06,1649,1996-03-01,2019-12-06
2019-12-06,1702,1996-04-01,2019-12-06
2019-12-06,1773,1996-05-01,2019-12-06
2019-12-06,1895,1996-06-01,2019-12-06
2019-12-06,1833,1996-07-01,2019-12-06
2019-12-06,1992,1996-08-01,2019-12-06
2019-12-06,1594,1996-09-01,2019-12-06
2019-12-06,1453,1996-10-01,2019-12-06
2019-12-06,1608,1996-11-01,2019-12-06
2019-12-06,2675,1996-12-01,2019-12-06
2019-12-06,1337,1997-01-01,2019-12-06
2019-12-06,1331,1997-02-01,2019-12-06
2019-12-06,1609,1997-03-01,2019-12-06
2019-12-06,1726,1997-04-01,2019-12-06
2019-12-06,1788,1997-05-01,2019-12-06
2019-12-06,1970,1997-06-01,2019-12-06
2019-12-06,1838,1997-07-01,2019-12-06
2019-12-06,1955,1997-08-01,2019-12-06
2019-12-06,1595,1997-09-01,2019-12-06
2019-12-06,1521,1997-10-01,2019-12-06
2019-12-06,1651,1997-11-01,2019-12-06
2019-12-06,2846,1997-12-01,2019-12-06
2019-12-06,1381,1998-01-01,2019-12-06
2019-12-06,1407,1998-02-01,2019-12-06
2019-12-06,1754,1998-03-01,2019-12-06
2019-12-06,1820,1998-04-01,2019-12-06
2019-12-06,1938,1998-05-01,2019-12-06
2019-12-06,2120,1998-06-01,2019-12-06
2019-12-06,1975,1998-07-01,2019-12-06
2019-12-06,2038,1998-08-01,2019-12-06
2019-12-06,1701,1998-09-01,2019-12-06
2019-12-06,1607,1998-10-01,2019-12-06
2019-12-06,1685,1998-11-01,2019-12-06
2019-12-06,2858,1998-12-01,2019-12-06
2019-12-06,1485,1999-01-01,2019-12-06
2019-12-06,1469,1999-02-01,2019-12-06
2019-12-06,1827,1999-03-01,2019-12-06
2019-12-06,1888,1999-04-01,2019-12-06
2019-12-06,1993,1999-05-01,2019-12-06
2019-12-06,2215,1999-06-01,2019-12-06
2019-12-06,2062,1999-07-01,2019-12-06
2019-12-06,2143,1999-08-01,2019-12-06
2019-12-06,1847,1999-09-01,2019-12-06
2019-12-06,1711,1999-10-01,2019-12-06
2019-12-06,1832,1999-11-01,2019-12-06
2019-12-06,3227,1999-12-01,2019-12-06
2019-12-06,1591,2000-01-01,2019-12-06
2019-12-06,1681,2000-02-01,2019-12-06
2019-12-06,2065,2000-03-01,2019-12-06
2019-12-06,1991,2000-04-01,2019-12-06
2019-12-06,2187,2000-05-01,2019-12-06
2019-12-06,2319,2000-06-01,2019-12-06
2019-12-06,2237,2000-07-01,2019-12-06
2019-12-06,2257,2000-08-01,2019-12-06
2019-12-06,2007,2000-09-01,2019-12-06
2019-12-06,1725,2000-10-01,2019-12-06
2019-12-06,1939,2000-11-01,2019-12-06
